age,ageCond,buG1fAccTime,buG1fOrd,buG2fAccTime,buG2fOrd,buG3fAccTime,buG3fOrd,buG4fAccTime,buG4fOrd,buG6fAccTime,buG6fOrd,buG8fAccTime,buG8fOrd,buS1fAccTime,buS1fOrd,buS1fTime,bu_10_8fTime,bu_1fGTime,bu_2fGTime,bu_3fGTime,bu_4_2fTime,bu_6_4fTime,bu_8_6fTime,budam,buga1,buga2,buga3,chaksun1,chaksun2,chaksun3,chaksun4,chaksun5,chulNo,diffUnit,hrName,hrNameEn,hrNo,ilsu,jeG1fTime,jeG3fTime,jeS1fTime,je_1cTime,je_2cTime,je_3cTime,je_4cTime,jkName,jkNameEn,jkNo,meet,name,ord,owName,owNameEn,owNo,plcOdds,prizeCond,rank,rating,rcDate,rcDay,rcDist,rcName,rcNo,rcTime,seG1fAccTime,seG3fAccTime,seS1fAccTime,se_1cAccTime,se_2cAccTime,se_3cAccTime,se_4cAccTime,sex,sexCond,sjG1fOrd,sjG3fOrd,sjS1fOrd,sj_1cOrd,sj_2cOrd,sj_3cOrd,sj_4cOrd,trName,trNameEn,trNo,track,weather,wgBudam,wgHr,winOdds
3,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,24750000,9900000,6300000,2250000,1800000,1,2½,델타대천,DELTA DAECHEON,0052913,66,0,0,0,0,0,0,0,이용호,Lee Yong Ho,080547,서울,한국,3,강균호,KANG KYUN HO,106030,1.5,R1~35,국5등급,29,20260823,일요일,1300,일반,5,81,67.2,41.8,13.3,0,0,30,48.2,암,암,4,3,2,0,0,3,4,함완식,Ham Wan Sik,070248,포화 (16%),맑음,54,428(+15),4.9
4,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,24750000,9900000,6300000,2250000,1800000,8,4,이클립스마블,ECLIPSE MARVEL,0051387,66,0,0,0,0,0,0,0,송재철,Song Jae Chul,080513,서울,한국,4,조한수,Cho Han Su,122023,2.2,R1~35,국5등급,29,20260823,일요일,1300,일반,5,81.7,67.2,41.7,13.4,0,0,29.9,48,암,암,5,2,3,0,0,2,2,이준철,Lee Joon Chel,070197,포화 (16%),맑음,54,508(),6.4
5,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,24750000,9900000,6300000,2250000,1800000,4,머리,에클레어,ECLAIR,0047223,66,0,0,0,0,0,0,0,김옥성,Kim Ok Sung,080100,서울,한국,5,제이엘피코퍼레이션,JLP COR.,124020,7.9,R1~35,국5등급,23,20260823,일요일,1300,일반,5,81.7,68,42.9,14.1,0,0,31.4,49,암,암,7,7,7,0,0,7,7,서홍수,Seo Hong Soo,070160,포화 (16%),맑음,52,451(-4),41.4
3,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,24750000,9900000,6300000,2250000,1800000,7,1¼,카우보이퀸,COWBOY QUEEN,0059321,66,0,0,0,0,0,0,0,권중석,Kwon Jung Seok,080618,서울,한국,6,정범성,Jeong Beom Seong,116034,4.2,R1~35,국5등급,29,20260823,일요일,1300,일반,5,81.9,67.9,42.2,13.5,0,0,30.2,48.6,암,암,6,5,4,0,0,4,6,조현수,Cho Hyun Soo,070199,포화 (16%),맑음,52,457(-6),19
3,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,24750000,9900000,6300000,2250000,1800000,5,목,크레이지챔프,CRAZY CHAMP,0053514,66,0,0,0,0,0,0,0,김태희,Kim Tae Hui,080603,서울,한국,7,서창식,Seo Chang Sik,114004,1.7,R1~35,국5등급,31,20260823,일요일,1300,일반,5,82,67.2,41.5,13.2,0,0,29.6,47.8,암,암,3,1,1,0,0,1,1,신삼영,Shin Sam Young,070161,포화 (16%),맑음,55,472(-1),4
3,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,24750000,9900000,6300000,2250000,1800000,6,6,빛나리즈,BINNALEEDS,0053637,66,0,0,0,0,0,0,0,루이스,Luis Felipe Quiroz Martinez,080624,서울,한국,8,(주)디알엠씨티,D R M City,114026,3,R1~35,국5등급,27,20260823,일요일,1300,일반,5,82.9,68.4,43.7,14.3,0,0,32,49.7,암,암,8,8,8,0,0,8,8,박재우,Park Jae Woo,070164,포화 (16%),맑음,53,455(-1),18.2
4,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,24750000,9900000,6300000,2250000,1800000,1,-,학산태풍,HAKSAN TAEPUNG,0050684,66,0,0,0,0,0,0,0,안드레,Andre Luiz Da Silva,080625,서울,한국,1,황봉기,Hwang Bong Ki,119036,1.4,R1~35,국5등급,29,20260823,일요일,1200,일반,6,73.4,59.4,35.1,13.3,0,0,23.8,41,암,성별오픈,1,1,1,0,0,1,1,박병일,Park Byeong Il,070163,포화 (15%),맑음,52.5,490(-2),2.9
2,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,24750000,9900000,6300000,2250000,1800000,7,코,위즈크라운,WHIZ CROWN,0055597,66,0,0,0,0,0,0,0,송재철,Song Jae Chul,080513,서울,한국,2,최몽주,Choi Mong Ju,111028,1.3,R1~35,국5등급,30,20260823,일요일,1200,일반,6,73.4,60.2,35.5,13.3,0,0,24.1,41.5,암,성별오픈,5,4,3,0,0,3,4,문세영,Moon Seyoung,070290,포화 (15%),맑음,52.5,466(-6),2.4
3,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,24750000,9900000,6300000,2250000,1800000,4,1¼,유쾌한승자,YUKWAEHAN SEUNGJA,0052814,66,0,0,0,0,0,0,0,김효정,Kim Hyo Jung,080578,서울,한국,3,김영선,Kim Yeong Seon,119013,2,R1~35,국5등급,30,20260823,일요일,1200,일반,6,73.6,60,35.8,14,0,0,24.7,41.7,암,성별오픈,3,5,7,0,0,5,6,토니,Tony Castanheira,070265,포화 (15%),맑음,53,418(+7),8.8
4,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,24750000,9900000,6300000,2250000,1800000,10,3,타이거케이,TIGER K,0050761,66,0,0,0,0,0,0,0,김정준,Kim Jeong Jun,080473,서울,한국,4,강경운,Kang Gyeong Un,117025,2.9,R1~35,국5등급,34,20260823,일요일,1200,일반,6,74.1,59.9,35.8,14,0,0,24.7,41.6,거,성별오픈,2,6,8,0,0,6,5,송문길,Song Moon Gil,070179,포화 (15%),맑음,57,488(-2),9.9
4,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,24750000,9900000,6300000,2250000,1800000,6,1¼,럭키에이원,LUCKY A ONE,0050836,66,0,0,0,0,0,0,0,우인철,Woo In Cheol,080621,서울,한국,5,임영수,Lim Yeong Su,118005,5.5,R1~35,국5등급,27,20260823,일요일,1200,일반,6,74.4,60.3,35.5,13.5,0,0,24.2,41.5,암,성별오픈,6,3,4,0,0,4,3,함완식,Ham Wan Sik,070248,포화 (15%),맑음,51,479(+8),27.4
3,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,24750000,9900000,6300000,2250000,1800000,5,코,라온더플루마,RAON THE PLUMA,0053646,66,0,0,0,0,0,0,0,김태현,Kim Tae Hyun,080599,서울,한국,6,손천수,Son Chun Soo,106025,2.6,R1~35,국5등급,30,20260823,일요일,1200,일반,6,74.4,60,35.2,13.3,0,0,23.9,41.1,암,성별오픈,4,2,2,0,0,2,2,이강서,Lee Kangseo,070304,포화 (15%),맑음,53,459(-3),11.7
5,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,24750000,9900000,6300000,2250000,1800000,11,3,블랙스펙터,BLACK SPECTER,0047204,66,0,0,0,0,0,0,0,권중석,Kwon Jung Seok,080618,서울,한국,7,허영희,Heo Yeong Hui,104011,7.3,R1~35,국5등급,30,20260823,일요일,1200,일반,6,74.9,61.3,37.3,14.6,0,0,25.8,43.1,수,성별오픈,9,11,11,0,0,11,11,배휴준,Bae Hou Jun,070144,포화 (15%),맑음,53,465(+6),51.1
4,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,24750000,9900000,6300000,2250000,1800000,3,2½,글로리삭스,GLORY SOCKS,0055565,66,0,0,0,0,0,0,0,조상범,Jo Sang Beom,080533,서울,미국,8,김창식,Kim Chang Sik,010352,12.1,R1~35,국5등급,30,20260823,일요일,1200,일반,6,75.4,61.7,37.1,14.6,0,0,25.7,43.1,거,성별오픈,11,10,10,0,0,10,10,성상현,Seong Sanghyun,070289,포화 (15%),맑음,55,514(-7),58.9
4,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,24750000,9900000,6300000,2250000,1800000,9,1,아모스최강,AMOS CHOEGANG,0051859,66,0,0,0,0,0,0,0,정정희,Jeong Jeong Hee,080530,서울,한국,9,홍애란,Hong Ae Ran ,124009,4.3,R1~35,국5등급,28,20260823,일요일,1200,일반,6,75.5,61.2,36.3,13.7,0,0,24.8,42.2,거,성별오픈,7,8,5,0,0,8,7,최용건,Choi Yong Geon,070200,포화 (15%),맑음,54,484(+8),24.3
4,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,24750000,9900000,6300000,2250000,1800000,8,¾,하이퍼선더,HYPER THUNDER,0056413,66,0,0,0,0,0,0,0,조한별,Cho Han Byeol,080515,서울,미국,10,안영환,Ahn Young Hwan,010561,10.4,R1~35,국5등급,34,20260823,일요일,1200,일반,6,75.6,61.3,37,14.5,0,0,25.6,43,거,성별오픈,8,9,9,0,0,9,9,차우호,Cha Wooho,070305,포화 (15%),맑음,57,514(+10),58.4
3,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,24750000,9900000,6300000,2250000,1800000,2,½,나르샤노바,NAREUSYA NOVA,0053406,66,0,0,0,0,0,0,0,임다빈,Lim Da Bin,080602,서울,한국,11,(주)아진화학,A-Jin Chemical,125010,3.2,R1~35,국5등급,25,20260823,일요일,1200,일반,6,75.7,61.6,36.3,14,0,0,24.8,42.4,암,성별오픈,10,7,6,0,0,7,8,정호익,Jung Ho Ik,070148,포화 (15%),맑음,52.5,465(+2),16.6
4,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,7,-,글로벌서브,GLOBAL SERVE,0051855,66,0,0,0,0,0,0,0,코지,Kazuya Asano,080617,서울,한국,1,장재형,Jang Jae Hyeung,010611,2.1,R1~50,국4등급,49,20260823,일요일,1200,일반,7,72.7,59.1,35.3,13.2,0,0,23.9,41.1,거,성별오픈,1,1,2,0,0,2,1,정호익,Jung Ho Ik,070148,포화 (15%),맑음,57,498(-2),7.4
5,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,1,½,화산귀환,HWASANGWIHWAN,0046779,66,0,0,0,0,0,0,0,빅투아르,Johan Victoire,080582,서울,한국,2,씨유네트워크,Cu Network,114028,1.7,R1~50,국4등급,50,20260823,일요일,1200,일반,7,72.8,59.5,35.9,13.8,0,0,24.6,41.7,수,성별오픈,2,7,7,0,0,7,6,박재우,Park Jae Woo,070164,포화 (15%),맑음,57.5,487(+3),4.4
3,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,10,1,호라이즌스타,HORIZON STAR,0054312,66,0,0,0,0,0,0,0,루이스,Luis Felipe Quiroz Martinez,080624,서울,한국,3,김선식,Kim Sun Sik,106017,2.1,R1~50,국4등급,37,20260823,일요일,1200,일반,7,73,59.6,35.5,13.5,0,0,24.3,41.4,수,성별오픈,3,3,6,0,0,6,4,심승태,Shim Seung Tae,070166,포화 (15%),맑음,52.5,497(-12),7.7
4,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,9,4,빈체로큐,VINCERO CUE,0050849,66,0,0,0,0,0,0,0,조재로,Jo Jae Ro,080550,서울,한국,4,오종택,Oh Jong Taek,105212,5,R1~50,국4등급,42,20260823,일요일,1200,일반,7,73.7,59.7,35.5,13.3,0,0,24,41.3,거,성별오픈,4,4,3,0,0,3,3,서인석,Seo In Seok,070165,포화 (15%),맑음,53.5,490(+8),16.1
3,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,3,목,라온파이널,RAON FINAL,0053078,66,0,0,0,0,0,0,0,조한별,Cho Han Byeol,080515,서울,한국,5,손천수,Son Chun Soo,106025,2.8,R1~50,국4등급,45,20260823,일요일,1200,일반,7,73.7,60.1,35.6,13.5,0,0,24.3,41.6,암,성별오픈,5,5,5,0,0,5,5,이강서,Lee Kangseo,070304,포화 (15%),맑음,53,457(-17),7.5
5,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,5,1½,송암스카이,SONGAM SKY,0046590,66,0,0,0,0,0,0,0,김옥성,Kim Ok Sung,080100,서울,한국,6,송암축산,Song Am Livestock,121019,8.7,R1~50,국4등급,40,20260823,일요일,1200,일반,7,74,60.1,35.4,13.2,0,0,23.9,41.3,암,성별오픈,6,2,1,0,0,1,2,박병일,Park Byeong Il,070163,포화 (15%),맑음,52.5,471(+2),30.3
4,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,2,2½,퀀텀케이,QUANTUM K,0051429,66,0,0,0,0,0,0,0,김정준,Kim Jeong Jun,080473,서울,한국,7,강경운,Kang Gyeong Un,117025,2.2,R1~50,국4등급,44,20260823,일요일,1200,일반,7,74.4,60.5,36.4,13.9,0,0,24.9,42.2,수,성별오픈,8,8,8,0,0,8,8,송문길,Song Moon Gil,070179,포화 (15%),맑음,54.5,493(-4),7.3
3,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,11,1¾,레베랑스,REVERENCE,0052811,66,0,0,0,0,0,0,0,안드레,Andre Luiz Da Silva,080625,서울,한국,8,김길리,KIM Gil Li,125001,1.5,R1~50,국4등급,42,20260823,일요일,1200,일반,7,74.7,60.4,35.8,13.4,0,0,24.2,41.7,수,성별오픈,7,6,4,0,0,4,7,안병기,An Byung Ki,070146,포화 (15%),맑음,53.5,484(+7),3.7
4,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,4,1,거센폭주,GEOSEN POKJU,0051947,66,0,0,0,0,0,0,0,푸르칸,Furkan Yuksel,080611,서울,한국,9,강석대,Kang Seok Dae,105211,3.7,R1~50,국4등급,47,20260823,일요일,1200,일반,7,74.9,60.7,36.6,14.2,0,0,25.2,42.4,수,성별오픈,9,9,10,0,0,9,9,이신우,Lee Shin Woo,070167,포화 (15%),맑음,56,448(+8),12.7
6,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,8,8,스페셜타임,SPECIALTIME,0046342,66,0,0,0,0,0,0,0,김태희,Kim Tae Hui,080603,서울,한국,10,퍼플라인,Purple Line,121053,6.9,R1~50,국4등급,42,20260823,일요일,1200,일반,7,76.4,62.4,37.6,13.9,0,0,25.4,43.6,암,성별오픈,10,10,9,0,0,10,10,박윤규,Park Youn Gu,070117,포화 (15%),맑음,51.5,483(+4),24.3
4,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,6,-,컴플리트디바,COMPLETE DIVA,0051200,66,0,0,0,0,0,0,0,임기원,Lim Gi Won,080487,서울,한국,94,장석영,Jang Suk Young,010355,0,R1~50,국4등급,36,20260823,일요일,1200,일반,7,0,0,0,0,0,0,0,0,암,성별오픈,0,0,0,0,0,0,0,심승태,Shim Seung Tae,070166,포화 (15%),맑음,51,484(-3),0
3,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,4,-,정상히어로,JEONGSANG HERO,0060344,66,0,0,0,0,0,0,0,안드레,Andre Luiz Da Silva,080625,서울,미국,1,정동진,Jung Dong Jin,010298,1.4,R0~50,혼4등급,50,20260823,일요일,1700,일반,8,108.9,96,71.3,14.2,14.2,26.8,63.5,78.1,수,성별오픈,1,1,1,1,1,1,1,강환민,Kang Hwan Min,070175,다습 (13%),맑음,57.5,512(-8),2.6
3,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,11,6,송당스카이,SONGDANG SKY,0053020,66,0,0,0,0,0,0,0,유승완,Yoo Seung Wan,080417,서울,한국,2,제주축산개발,Che Ju Livestock Development Co.,030013,1.7,R0~50,혼4등급,41,20260823,일요일,1700,일반,8,110.1,96.7,71.6,14.3,14.3,27,63.7,78.4,암,성별오픈,2,2,2,2,2,2,2,백종수,Baek Jongsu,070300,다습 (13%),맑음,52.5,501(-13),5
4,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,5,1,칸맥스,KHAN MAX,0051630,66,0,0,0,0,0,0,0,김정준,Kim Jeong Jun,080473,서울,한국,3,배영한,Bae Young Han,122004,2.9,R0~50,혼4등급,47,20260823,일요일,1700,일반,8,110.2,97,72,15.2,15.2,27.7,64.3,78.9,거,성별오픈,4,4,8,8,7,6,5,서인석,Seo In Seok,070165,다습 (13%),맑음,56,513(-14),11.8
3,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,2,2,슈퍼데이,SUPERDAY,0053828,66,0,0,0,0,0,0,0,정정희,Jeong Jeong Hee,080530,서울,한국,4,강현철,Kang Hyeon Cheol,117017,3.1,R0~50,혼4등급,37,20260823,일요일,1700,일반,8,110.6,97,71.8,14.5,14.5,27.3,63.8,78.5,수,성별오픈,3,3,3,3,3,3,3,안병기,An Byung Ki,070146,다습 (13%),맑음,52.5,491(-18),8.9
4,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,7,4,급행열차,GEUPHAENG YEOLCHA,0055525,66,0,0,0,0,0,0,0,빅투아르,Johan Victoire,080582,서울,미국,5,김기종,Kim Ki Jong,106296,2,R0~50,혼4등급,47,20260823,일요일,1700,일반,8,111.2,98,72.3,15.2,15.2,27.8,64.5,79.3,암,성별오픈,6,8,9,9,9,9,7,문병기,Moon Byeong Ki,070225,다습 (13%),맑음,54,448(+10),8.4
4,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,1,¾,글로벌컴퓨팅,GLOBAL COMPUTING,0056592,66,0,0,0,0,0,0,0,우인철,Woo In Cheol,080621,서울,미국,6,장재형,Jang Jae Hyeung,010611,1.9,R0~50,혼4등급,47,20260823,일요일,1700,일반,8,111.3,97.4,72,14.9,14.9,27.4,64.3,78.8,거,성별오픈,5,6,4,4,4,7,4,전승규,Jeon Seung Gyu,070182,다습 (13%),맑음,55,542(),5.6
5,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,10,8,럭키붐,LUCKY BOOM,0054047,66,0,0,0,0,0,0,0,임다빈,Lim Da Bin,080602,서울,미국,7,황은호,Hwang Eun Ho,111007,7.4,R0~50,혼4등급,49,20260823,일요일,1700,일반,8,112.7,98.9,72.6,15.9,15.9,28.8,64.8,79.7,거,성별오픈,7,10,11,11,11,10,9,이관호,Lee Gwan Ho,070181,다습 (13%),맑음,57,427(+2),36.4
4,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,9,3,겨울장미,GYEOUL JANGMI,0051211,66,0,0,0,0,0,0,0,송재철,Song Jae Chul,080513,서울,한국,8,지앤지스타트(주),G&G START,125028,4.5,R0~50,혼4등급,37,20260823,일요일,1700,일반,8,113.3,99.4,72.4,15,15,27.7,64.3,79.8,암,성별오픈,9,9,7,7,8,8,10,송문길,Song Moon Gil,070179,다습 (13%),맑음,52.5,470(-1),21.6
5,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,8,1½,골드뭉치,GOLD MUNGCHI,0046716,66,0,0,0,0,0,0,0,조한별,Cho Han Byeol,080515,서울,한국,9,이기선,Lee Ki Sun,010516,4.3,R0~50,혼4등급,47,20260823,일요일,1700,일반,8,113.6,99.6,72.8,15.6,15.6,28.2,64.9,80.2,거,성별오픈,11,11,10,10,10,11,11,리카디,Luigi Riccardi,070244,다습 (13%),맑음,56,438(+1),17
5,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,3,2½,한강캡틴,HANGANG CAPTAIN,0046893,66,0,0,0,0,0,0,0,오수철,O Su Cheol,080608,서울,한국,10,조금제,Cho Geum Je,109017,11.6,R0~50,혼4등급,39,20260823,일요일,1700,일반,8,114,99,72,14.9,14.9,27.4,64.1,79.1,거,성별오픈,8,5,5,5,5,4,6,임채덕,Lim Chae Deok,070198,다습 (13%),맑음,52.5,519(-4),57.6
8,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,33000000,13200000,8400000,3000000,2400000,6,2,홀리데이참,HOLIDAY CHARM,0042869,66,0,0,0,0,0,0,0,조상범,Jo Sang Beom,080533,서울,한국,11,투애니포,Twenty Four,121063,17.3,R0~50,혼4등급,50,20260823,일요일,1700,일반,8,114.4,99.5,72.1,14.9,14.9,27.4,64.2,79.4,거,성별오픈,10,7,6,6,6,5,8,임채덕,Lim Chae Deok,070198,다습 (13%),맑음,57.5,472(),60
3,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,41250000,16500000,10500000,3750000,3000000,2,-,제너럴윈드,GENERAL WIND,0052955,66,0,0,0,0,0,0,0,푸르칸,Furkan Yuksel,080611,서울,한국,1,하늬바람,Ha Nui Ba Ram,117054,1.2,R1~65,혼3등급,63,20260823,일요일,1800,일반,9,114.9,102,77.1,13.9,19.7,32.6,69.3,84,수,성별오픈,1,1,1,1,1,1,1,김동철,Kim Dong Chul,070177,다습 (13%),맑음,56.5,523(),1.6
5,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,41250000,16500000,10500000,3750000,3000000,7,4,슈퍼블루문,SUPER BLUEMOON,0047439,66,0,0,0,0,0,0,0,조재로,Jo Jae Ro,080550,서울,한국,2,오종환,Oh Jong Hwan,065154,1.9,R1~65,혼3등급,55,20260823,일요일,1800,일반,9,115.5,102.8,77.7,14.8,20.7,33.4,69.8,84.5,거,성별오픈,2,4,4,4,4,4,3,심승태,Shim Seung Tae,070166,다습 (13%),맑음,52.5,462(+4),9.4
6,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,41250000,16500000,10500000,3750000,3000000,9,1½,비전파워,VISION POWER,0045934,66,0,0,0,0,0,0,0,유승완,Yoo Seung Wan,080417,서울,한국,3,손병현,Son Byeong Hyeon,112005,1.7,R1~65,혼3등급,55,20260823,일요일,1800,일반,9,115.8,102.8,77.9,15,20.9,33.7,70.2,84.6,수,성별오픈,3,5,7,7,6,6,4,김동철,Kim Dong Chul,070177,다습 (13%),맑음,52.5,482(+3),9.1
5,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,41250000,16500000,10500000,3750000,3000000,3,8,물레방아,MULLEBANGA,0047319,66,0,0,0,0,0,0,0,정정희,Jeong Jeong Hee,080530,서울,한국,4,김경국,KIM KYEONG KOOK,117043,3.9,R1~65,혼3등급,51,20260823,일요일,1800,일반,9,117.2,103.2,77.2,13.9,19.8,32.8,69.5,84.2,거,성별오픈,4,2,2,2,2,2,2,박병일,Park Byeong Il,070163,다습 (13%),맑음,52.5,497(-4),18.3
5,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,41250000,16500000,10500000,3750000,3000000,10,½,서머파티,SUMMER PARTY,1411620,66,0,0,0,0,0,0,0,루이스,Luis Felipe Quiroz Martinez,080624,서울,한국,5,정영식,Jeong Young Sik,104154,5.9,R1~65,혼3등급,55,20260823,일요일,1800,일반,9,117.3,104,77.9,14.9,20.7,33.4,69.9,85,암,성별오픈,6,6,6,5,5,5,6,이신우,Lee Shin Woo,070167,다습 (13%),맑음,52.5,504(),39
4,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,41250000,16500000,10500000,3750000,3000000,6,1¼,나소챗,NASSAU CHAT,0056404,66,0,0,0,0,0,0,0,임다빈,Lim Da Bin,080602,서울,미국,6,조금제,Cho Geum Je,109017,2.8,R1~65,혼3등급,54,20260823,일요일,1800,일반,9,117.5,104.4,78.3,15.3,21.2,34.1,70.6,85.4,거,성별오픈,7,9,8,8,8,9,8,임채덕,Lim Chae Deok,070198,다습 (13%),맑음,52.5,475(+3),19.3
5,연령오픈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,핸디캡,0,0,0,41250000,16500000,10500000,3750000,3000000,4,½,울트라드래곤,ULTRA DRAGON,0052422,66,0,0,0,0,0,0,0,안드레,Andre Luiz Da Silva,080625,서울,미국,7,(주)메타플렉스,METAPLEX CO.,125014,1.4,R1~65,혼3등급,61,20260823,일요일,1800,일반,9,117.6,103.9,77.6,14.3,20.2,33.2,69.7,84.6,수,성별오픈,5,3,3,3,3,3,5,강환민,Kang Hwan Min,070175,다습 (13%),맑음,55.5,500(+6),4.7
